ID,IPO Date,Symbol,Company Name,IPO Price,Current,Return
639,"Apr 9, 2021",GLSPT,Global SPAC Partners Co.,$10.00,$9.99,-0.10%
640,"Apr 8, 2021",MPAC,Model Performance Acquisition,$10.00,$9.98,-0.20%
641,"Apr 8, 2021",TIOA,Tio Tech A,$10.00,$9.68,-3.20%
642,"Apr 7, 2021",CMLT,CM Life Sciences III,$10.00,$8.69,-13.10%
643,"Apr 7, 2021",PANA,Panacea Acquisition II,$10.00,$9.76,-2.40%
644,"Apr 6, 2021",UTME,UTime,$4.00,$2.70,-32.50%
645,"Apr 6, 2021",ACBA,Ace Global Business Acquisition,$10.00,$10.07,0.70%
646,"Apr 1, 2021",EM,Smart Share Global,$8.50,$1.25,-85.29%
647,"Apr 1, 2021",KARO,Karooooo,$47.52,$34.21,-28.01%
648,"Apr 1, 2021",COMP,Compass,$18.00,$9.65,-46.39%
649,"Apr 1, 2021",ULCC,Frontier Group Holdings,$19.00,$14.09,-25.84%
650,"Mar 31, 2021",ACHL,Achilles Therapeutics,$18.00,$4.97,-72.39%
651,"Mar 31, 2021",COUR,Coursera,$33.00,$24.21,-26.64%
652,"Mar 31, 2021",MBTC,Nocturne Acquisition,$10.00,$9.99,-0.10%
653,"Mar 30, 2021",TWOA,two,$10.00,$9.73,-2.70%
654,"Mar 26, 2021",EWTX,Edgewise Therapeutics,$16.00,$15.41,-3.69%
655,"Mar 26, 2021",IKNA,Ikena Oncology,$16.00,$14.92,-6.75%
656,"Mar 26, 2021",ZH,Zhihu,$9.50,$5.35,-43.68%
657,"Mar 26, 2021",DSGN,Design Therapeutics,$20.00,$17.10,-14.50%
658,"Mar 26, 2021",ALHC,Alignment Healthcare,$18.00,$13.08,-27.33%
659,"Mar 26, 2021",TDUP,ThredUp,$14.00,$13.28,-5.14%
660,"Mar 26, 2021",HYW,Hywin Holdings,$10.00,$5.61,-43.90%
661,"Mar 25, 2021",DSEY,Diversey Holdings,$15.00,$12.63,-15.80%
662,"Mar 25, 2021",LCA,Landcadia Holdings IV,$10.00,$9.74,-2.58%
663,"Mar 25, 2021",OLK,Olink Holding AB (publ),$20.00,$19.55,-2.25%
664,"Mar 25, 2021",EEIQ,Elite Education Group International,$8.00,$3.16,-60.50%
665,"Mar 25, 2021",MSDA,MSD Acquisition,$10.00,$9.87,-1.30%
666,"Mar 25, 2021",CRCT,Cricut,$20.00,$22.60,13.00%
667,"Mar 25, 2021",VZIO,VIZIO Holding,$21.00,$18.66,-11.14%
668,"Mar 25, 2021",SEMR,SEMrush Holdings,$14.00,$19.91,42.21%
669,"Mar 25, 2021",LVTX,LAVA Therapeutics,$15.00,$5.26,-64.93%
670,"Mar 24, 2021",KVSB,Khosla Ventures Acquisition Co. II,$10.00,$11.12,11.20%
671,"Mar 24, 2021",ACVA,ACV Auctions,$25.00,$18.05,-27.80%
672,"Mar 24, 2021",NGC,Northern Genesis Acquisition III,$10.00,$9.70,-3.00%
673,"Mar 24, 2021",DISA,Disruptive Acquisition I,$10.00,$9.75,-2.50%
674,"Mar 24, 2021",DOCN,DigitalOcean Holdings,$47.00,$81.47,73.34%
675,"Mar 24, 2021",DCRC,Decarbonization Plus Acquisition III,$10.00,$13.01,30.10%
676,"Mar 24, 2021",CRZN,Corazon Capital V838 Monoceros,$10.00,$9.70,-3.00%
677,"Mar 24, 2021",KVSC,Khosla Ventures Acquisition Co. III,$10.00,$9.85,-1.50%
678,"Mar 23, 2021",LEGA,"Lead Edge Growth Opportunities,",$10.00,$9.79,-2.10%
679,"Mar 23, 2021",RKTA,Rocket Internet Growth Opportunities,$10.00,$9.75,-2.50%
680,"Mar 23, 2021",MOVE,Movano,$5.00,$3.21,-35.80%
681,"Mar 23, 2021",ACTD,ArcLight Clean Transition II,$10.00,$9.94,-0.60%
682,"Mar 23, 2021",STRE,Supernova Partners Acquisition Company III,$10.00,$9.76,-2.40%
683,"Mar 23, 2021",TBSA,TB SA Acquisition,$10.00,$9.72,-2.80%
684,"Mar 23, 2021",VGII,Virgin Group Acquisition II,$10.00,$9.85,-1.50%
685,"Mar 23, 2021",UPC,Universe Pharmaceuticals,$5.00,$1.68,-66.40%
686,"Mar 23, 2021",NBST,Newbury Street Acquisition,$10.00,$9.73,-2.70%
687,"Mar 23, 2021",NGCA,NextGen Acquisition II,$10.00,$9.98,-0.20%
688,"Mar 23, 2021",GGPI,Gores Guggenheim,$10.00,$11.25,12.50%
689,"Mar 23, 2021",DGNU,Dragoneer Growth Opportunities III,$10.00,$9.86,-1.40%
690,"Mar 23, 2021",OPA,Magnum Opus Acquisition,$10.00,$9.88,-1.20%
691,"Mar 23, 2021",GLHA,Glass Houses Acquisition,$10.00,$9.70,-3.00%
692,"Mar 19, 2021",LGV,Longview Acquisition II,$10.00,$9.73,-2.70%
693,"Mar 19, 2021",LDHA,LDH Growth I,$10.00,$9.81,-1.90%
694,"Mar 19, 2021",TIL,Instil Bio,$20.00,$15.37,-23.15%
695,"Mar 19, 2021",LVRA,Levere Holdings,$10.00,$9.80,-2.00%
696,"Mar 19, 2021",AFCG,AFC Gamma,$19.00,$20.64,8.63%
697,"Mar 19, 2021",AFAQ,AF Acquisition,$10.00,$9.69,-3.10%
698,"Mar 19, 2021",GGMC,Glenfarne Merger,$10.00,$9.74,-2.60%
699,"Mar 19, 2021",CNTB,Connect Biopharma Holdings,$17.00,$4.65,-72.65%
700,"Mar 19, 2021",BYTS,BYTE Acquisition,$10.00,$9.75,-2.50%
701,"Mar 19, 2021",FNCH,Finch Therapeutics Group,$17.00,$9.50,-44.12%
702,"Mar 18, 2021",GANX,Gain Therapeutics,$11.00,$5.74,-47.82%
703,"Mar 18, 2021",AMAO,American Acquisition Opportunity,$10.00,$10.00,0.00%
704,"Mar 18, 2021",TUYA,"Tuya, Inc.",$21.00,$6.14,-70.76%
705,"Mar 18, 2021",GXII,GX Acquisition II,$10.00,$9.72,-2.80%
706,"Mar 18, 2021",VEI,Vine Energy,$14.00,$17.58,25.57%
707,"Mar 18, 2021",REVH,Revolution Healthcare Acquisition,$10.00,$9.78,-2.20%
708,"Mar 18, 2021",FMIV,Forum Merger IV,$10.00,$9.72,-2.80%
709,"Mar 18, 2021",NAPA,The Duckhorn Portfolio,$15.00,$22.26,48.40%
710,"Mar 18, 2021",RACB,Research Alliance II,$10.00,$9.85,-1.50%
711,"Mar 18, 2021",AAQC,Accelerate Acquisition,$10.00,$9.71,-2.90%
712,"Mar 17, 2021",TETC,Tech & Energy Transition,$10.00,$9.70,-3.00%
713,"Mar 17, 2021",ATHN,Athena Technology Acquisition,$10.00,$9.97,-0.30%
714,"Mar 17, 2021",KAHC,KKR Acquisition Holdings I,$10.00,$9.73,-2.70%
715,"Mar 17, 2021",SNCY,Sun Country Airlines Holdings,$24.00,$26.30,9.58%
716,"Mar 17, 2021",KSI,Kadem Sustainable Impact,$10.00,$9.74,-2.60%
717,"Mar 17, 2021",JWEL,Jowell Global,$7.00,$20.26,189.43%
718,"Mar 17, 2021",GAMC,Golden Arrow Merger,$10.00,$9.71,-2.90%
719,"Mar 17, 2021",OLO,"Olo, Inc.",$25.00,$22.17,-11.32%
720,"Mar 17, 2021",BGSX,Build Acquisition,$10.00,$9.80,-2.00%
721,"Mar 16, 2021",FZT,FAST Acquisition II,$10.00,$9.73,-2.70%
722,"Mar 16, 2021",FVIV,Fortress Value Acquisition IV,$10.00,$9.76,-2.40%
723,"Mar 16, 2021",WALD,Waldencast Acquisition,$10.00,$9.99,-0.10%
724,"Mar 16, 2021",PLMI,Plum Acquisition I,$10.00,$9.71,-2.90%
725,"Mar 16, 2021",EBAC,European Biotech Acquisition,$10.00,$9.71,-2.90%
726,"Mar 16, 2021",RTPY,Reinvent Technology Partners Y,$10.00,$9.91,-0.90%
727,"Mar 12, 2021",SCAQ,Stratim Cloud Acquisition,$10.00,$9.70,-3.00%
728,"Mar 12, 2021",LBPH,Longboard Pharmaceuticals,$16.00,$5.59,-65.06%
729,"Mar 12, 2021",HAYW,Hayward Holdings,$17.00,$24.26,42.71%
730,"Mar 12, 2021",GTPA,Gores Technology Partners,$10.00,$9.90,-1.00%
731,"Mar 12, 2021",MITC,MeaTech 3D,$10.30,$6.83,-33.69%
732,"Mar 12, 2021",JOAN,JOANN,$12.00,$10.00,-16.67%
733,"Mar 12, 2021",GTPB,Gores Technology Partners II,$10.00,$9.83,-1.75%
734,"Mar 12, 2021",FTPA,FTAC Parnassus Acquisition,$10.00,$9.85,-1.50%
735,"Mar 12, 2021",ROSS,Ross Acquisition II,$10.00,$9.75,-2.50%
736,"Mar 12, 2021",CFFE,CF Acquisition VIII,$10.00,$9.96,-0.40%
737,"Mar 12, 2021",RXDX,Prometheus Biosciences,$19.00,$33.99,78.89%
738,"Mar 11, 2021",FRON,Frontier Acquisition,$10.00,$9.71,-2.90%
739,"Mar 11, 2021",PTOC,Pine Technology Acquisition,$10.00,$9.84,-1.60%
740,"Mar 11, 2021",SPKB,Silver Spike Acquisition II,$10.00,$9.71,-2.90%
741,"Mar 11, 2021",GAPA,G&P Acquisition,$10.00,$9.83,-1.70%
742,"Mar 11, 2021",FHS,First High-School Education Group Co.,$10.00,$1.73,-82.70%
743,"Mar 11, 2021",ATSP,Archimedes Tech SPAC Partners Co.,$10.00,$10.15,1.50%
744,"Mar 11, 2021",LCAA,L Catterton Asia Acquisition,$10.00,$9.69,-3.10%
745,"Mar 11, 2021",CPNG,Coupang,$35.00,$29.99,-14.31%
746,"Mar 10, 2021",FRW,PWP Forward Acquisition I,$10.00,$9.70,-3.00%
747,"Mar 10, 2021",VAQC,Vector Acquisition II,$10.00,$9.85,-1.50%
748,"Mar 10, 2021",SBII,Sandbridge X2,$10.00,$9.70,-3.00%
749,"Mar 10, 2021",AGGR,Agile Growth,$10.00,$9.72,-2.80%
750,"Mar 10, 2021",DTOC,Digital Transformation Opportunities,$10.00,$9.70,-3.00%
751,"Mar 10, 2021",FRXB,Forest Road Acquisition II,$10.00,$9.73,-2.70%
752,"Mar 10, 2021",ESM,ESM Acquisition,$10.00,$9.71,-2.90%
753,"Mar 10, 2021",CLAA,Colonnade Acquisition II,$10.00,$9.70,-3.00%
754,"Mar 10, 2021",RBLX,Roblox,$45.00,$102.59,127.98%
755,"Mar 9, 2021",GROY,Gold Royalty,$5.00,$4.85,-3.00%
756,"Mar 9, 2021",SVFC,SVF Investment 3,$10.00,$10.01,0.10%
757,"Mar 9, 2021",ACQR,Independence Holdings,$10.00,$9.73,-2.70%
758,"Mar 9, 2021",PDOT,Peridot Acquisition II,$10.00,$9.72,-2.80%
759,"Mar 9, 2021",SVFB,SVF Investment 2,$10.00,$9.86,-1.40%
760,"Mar 5, 2021",TWNT,Tailwind Two Acquisition,$10.00,$9.88,-1.20%
761,"Mar 5, 2021",LHAA,Lerer Hippeau Acquisition,$10.00,$9.82,-1.80%
762,"Mar 5, 2021",ATVC,Tribe Capital Growth I,$10.00,$9.80,-2.00%
763,"Mar 5, 2021",WPCB,Warburg Pincus Capital Corporation I-B,$10.00,$9.80,-2.00%
764,"Mar 5, 2021",WPCA,Warburg Pincus Capital Corporation I-A,$10.00,$9.78,-2.20%
765,"Mar 5, 2021",DMYQ,"dMY Technology Group, Inc. IV",$10.00,$10.81,8.10%
766,"Mar 5, 2021",IPVA,InterPrivate II Acquisition,$10.00,$9.71,-2.90%
767,"Mar 5, 2021",IPVF,InterPrivate III Financial Partners,$10.00,$9.93,-0.70%
768,"Mar 5, 2021",IPVI,InterPrivate IV InfraTech Partners,$10.00,$9.69,-3.10%
769,"Mar 5, 2021",VPCB,VPC Impact Acquisition Holdings II,$10.00,$9.86,-1.40%
770,"Mar 5, 2021",VPCC,VPC Impact Acquisition Holdings III,$10.00,$9.96,-0.40%
771,"Mar 5, 2021",FRSG,First Reserve Sustainable Growth,$10.00,$9.90,-1.00%
772,"Mar 4, 2021",INNV,Innovage Holding,$21.00,$8.30,-60.48%
773,"Mar 4, 2021",MBAC,M3-Brigade Acquisition II,$10.00,$9.91,-0.90%
774,"Mar 4, 2021",ACAH,Atlantic Coastal Acquisition,$10.00,$9.81,-1.90%
775,"Mar 4, 2021",PSAG,Property Solutions Acquisition II,$10.00,$9.70,-3.00%
776,"Mar 4, 2021",AURC,Aurora Acquisition,$10.00,$9.90,-1.00%
777,"Mar 4, 2021",RXRA,RXR Acquisition,$10.00,$9.71,-2.90%
778,"Mar 4, 2021",KVSA,Khosla Ventures Acquisition Co.,$10.00,$9.75,-2.50%
779,"Mar 4, 2021",ATAQ,Altimar Acquisition III,$10.00,$9.74,-2.60%
780,"Mar 4, 2021",TRCA,Twin Ridge Capital Acquisition,$10.00,$9.70,-3.00%
781,"Mar 4, 2021",HERA,FTAC Hera Acquisition,$10.00,$9.73,-2.70%
782,"Mar 3, 2021",ROCR,Roth CH Acquisition III Co.,$10.00,$9.91,-0.90%
783,"Mar 3, 2021",MACC,Mission Advancement,$10.00,$9.75,-2.50%
784,"Mar 3, 2021",OSCR,Oscar Health,$39.00,$7.82,-79.95%
785,"Mar 3, 2021",ISOS,Isos Acquisition,$10.00,$10.00,0.00%
786,"Mar 2, 2021",OHPA,Orion Acquisition,$10.00,$9.79,-2.10%
787,"Mar 2, 2021",NDAC,Nightdragon Acquisition,$10.00,$9.74,-2.60%
788,"Mar 2, 2021",ARRW,Arrowroot Acquisition,$10.00,$9.74,-2.60%
789,"Mar 2, 2021",HYAC,Haymaker Acquisition III,$10.00,$9.81,-1.90%
790,"Mar 2, 2021",FTEV,FinTech Evolution Acquisition Group,$10.00,$9.70,-3.00%
791,"Mar 2, 2021",NSTD,Northern Star Investment IV,$10.00,$9.73,-2.70%
792,"Mar 2, 2021",DHBC,DHB Capital,$10.00,$9.75,-2.50%
793,"Mar 2, 2021",ANZU,Anzu Special Acquisition I,$10.00,$9.75,-2.50%
794,"Mar 2, 2021",DHCA,DHC Acquisition,$10.00,$9.73,-2.70%
795,"Mar 2, 2021",AMPI,Advanced Merger Partners,$10.00,$9.76,-2.40%
796,"Mar 2, 2021",GBRG,Goldenbridge Acquisition,$10.00,$9.92,-0.80%
797,"Mar 2, 2021",SNII,Supernova Partners Acquisition Company II,$10.00,$10.33,3.30%
798,"Mar 2, 2021",TSPQ,TCW Special Purpose Acquisition,$10.00,$9.70,-3.00%
799,"Mar 2, 2021",LOKM,Live Oak Mobility Acquisition,$10.00,$9.77,-2.30%
800,"Mar 2, 2021",NSTC,Northern Star Investment III,$10.00,$9.74,-2.60%
801,"Feb 26, 2021",ASZ,Austerlitz Acquisition II,$10.00,$9.73,-2.70%
802,"Feb 26, 2021",WARR,Warrior Technologies Acquisition Company,$10.00,$9.82,-1.80%
803,"Feb 26, 2021",ARYD,ARYA Sciences Acquisition IV,$10.00,$9.85,-1.50%
804,"Feb 26, 2021",LOCL,Local Bounti,$0.00,$6.03,0.00%
805,"Feb 26, 2021",FSNB,Fusion Acquisition II,$10.00,$9.70,-3.00%
806,"Feb 26, 2021",KCAC,Kensington Capital Acquisition II,$10.00,$8.07,-19.30%
807,"Feb 26, 2021",MACQ,MCAP Acquisition,$10.00,$9.97,-0.30%
808,"Feb 26, 2021",AGAC,African Gold Acquisition,$10.00,$9.73,-2.70%
809,"Feb 26, 2021",IBER,Ibere Pharmaceuticals,$10.00,$9.71,-2.90%
810,"Feb 26, 2021",AUS,Austerlitz Acquisition I,$10.00,$9.77,-2.30%
811,"Feb 26, 2021",TWLV,Twelve Seas Investment Company II,$10.00,$9.72,-2.80%
812,"Feb 26, 2021",FACT,Freedom Acquisition I,$10.00,$9.69,-3.15%
813,"Feb 26, 2021",SBEA,SilverBox Engaged Merger I,$10.00,$10.08,0.80%
814,"Feb 26, 2021",LIII,Leo Holdings III,$10.00,$9.45,-5.50%
815,"Feb 25, 2021",EJFA,EJF Acquisition,$10.00,$9.90,-1.00%
816,"Feb 25, 2021",FLME,Flame Acquisition,$10.00,$9.70,-3.00%
817,"Feb 25, 2021",SCR,Score Media & Gaming,$27.00,$35.58,31.78%
818,"Feb 25, 2021",HUGS,USHG Acquisition,$10.00,$10.30,3.00%
819,"Feb 25, 2021",ISLE,Isleworth Healthcare Acquisition,$10.00,$9.83,-1.70%
820,"Feb 25, 2021",GIIX,Gores Holdings VIII,$10.00,$10.20,2.00%
821,"Feb 24, 2021",COLI,Colicity,$10.00,$9.75,-2.50%
822,"Feb 24, 2021",GLBL,Cartesian Growth,$10.00,$9.91,-0.90%
823,"Feb 24, 2021",BOAS,BOA Acquisition,$10.00,$9.83,-1.70%
824,"Feb 24, 2021",HIII,Hudson Executive Investment III,$10.00,$9.73,-2.70%
825,"Feb 24, 2021",SRNG,Soaring Eagle Acquisition,$10.00,$12.18,21.80%
826,"Feb 23, 2021",ANAC,Arctos NorthStar Acquisition,$10.00,$9.74,-2.60%
827,"Feb 23, 2021",VELO,Velocity Acquisition,$10.00,$9.73,-2.70%
828,"Feb 23, 2021",CMII,CM Life Sciences II,$10.00,$10.63,6.30%
829,"Feb 23, 2021",SLAM,Slam Corp.,$10.00,$9.75,-2.50%
830,"Feb 23, 2021",FTAA,FTAC Athena Acquisition,$10.00,$9.90,-1.00%
831,"Feb 23, 2021",GSEV,Gores Holdings VII,$10.00,$9.82,-1.80%
832,"Feb 19, 2021",SPGS,Simon Property Group Acquisition Holdings,$10.00,$9.73,-2.70%
833,"Feb 19, 2021",TWNI,Tailwind International Acquisition,$10.00,$9.73,-2.70%
834,"Feb 19, 2021",CFVI,CF Acquisition VI,$10.00,$11.67,16.70%
835,"Feb 19, 2021",FACA,Figure Acquisition I,$10.00,$9.80,-2.00%
836,"Feb 19, 2021",ASPC,Alpha Capital Acquisition Company,$10.00,$9.83,-1.70%
837,"Feb 19, 2021",BRPM,B. Riley Principal 150 Merger,$10.00,$10.12,1.20%
838,"Feb 18, 2021",FSRX,FinServ Acquisition II,$10.00,$9.73,-2.70%
839,"Feb 18, 2021",KIII,Kismet Acquisition Three,$10.00,$9.71,-2.90%
840,"Feb 18, 2021",KAII,Kismet Acquisition Two,$10.00,$9.74,-2.60%
841,"Feb 17, 2021",FSII,FS Development II,$10.00,$10.00,0.00%
842,"Feb 17, 2021",MACA,Moringa Acquisition,$10.00,$9.72,-2.80%
843,"Feb 17, 2021",NVSA,New Vista Acquisition,$10.00,$9.74,-2.60%
844,"Feb 17, 2021",ABGI,ABG Acquisition I,$10.00,$9.80,-2.00%
845,"Feb 17, 2021",VRPX,Virpax Pharmaceuticals,$10.00,$3.76,-62.40%
846,"Feb 17, 2021",PFDR,Pathfinder Acquisition,$10.00,$9.73,-2.70%
847,"Feb 17, 2021",AUUD,Auddia,$4.13,$1.93,-53.21%
848,"Feb 17, 2021",SPTK,SportsTek Acquisition,$10.00,$9.72,-2.80%
849,"Feb 16, 2021",MSAC,Medicus Sciences Acquisition,$10.00,$9.72,-2.80%
850,"Feb 12, 2021",NEXI,NexImmune,$17.00,$5.01,-70.53%
851,"Feb 12, 2021",DBTX,Decibel Therapeutics,$18.00,$5.43,-69.83%
852,"Feb 12, 2021",LGVN,Longeveron,$10.00,$17.66,76.60%
853,"Feb 12, 2021",CVII,Churchill Capital VII,$10.00,$9.78,-2.20%
854,"Feb 12, 2021",SCLE,Broadscale Acquisition,$10.00,$9.83,-1.70%
855,"Feb 12, 2021",TSIB,Tishman Speyer Innovation II,$10.00,$9.76,-2.40%
856,"Feb 12, 2021",TCAC,Tuatara Capital Acquisition,$10.00,$9.82,-1.80%
857,"Feb 12, 2021",CHAA,Catcha Investment,$10.00,$9.74,-2.60%
858,"Feb 12, 2021",SLAC,Social Leverage Acquisition I,$10.00,$9.75,-2.50%
859,"Feb 12, 2021",TLIS,Talis Biomedical,$16.00,$4.34,-72.88%
860,"Feb 12, 2021",BITE,Bite Acquisition,$10.00,$9.72,-2.80%
861,"Feb 12, 2021",CCVI,Churchill Capital VI,$10.00,$9.80,-2.00%
862,"Feb 12, 2021",RCLF,Rosecliff Acquisition I,$10.00,$9.82,-1.85%
863,"Feb 11, 2021",IACB,ION Acquisition 2,$10.00,$7.95,-20.50%
864,"Feb 11, 2021",PUCK,Goal Acquisitions,$10.00,$9.72,-2.80%
865,"Feb 11, 2021",LDI,loanDepot,$14.00,$4.61,-67.07%
866,"Feb 11, 2021",APR,Apria,$20.00,$30.67,53.35%
867,"Feb 11, 2021",SGFY,Signify Health,$24.00,$14.46,-39.75%
868,"Feb 11, 2021",BVS,Bioventus,$13.00,$13.63,4.85%
869,"Feb 11, 2021",BMBL,Bumble,$43.00,$34.63,-19.47%
870,"Feb 10, 2021",DSP,Viant Technology,$25.00,$8.54,-65.84%
871,"Feb 10, 2021",FORE,Foresight Acquisition,$10.00,$9.48,-5.20%
872,"Feb 10, 2021",BPTS,Biophytis,$16.75,$5.06,-69.79%
873,"Feb 10, 2021",XPDI,Power & Digital Infrastructure Acquisition,$10.00,$10.54,5.40%
874,"Feb 10, 2021",VLON,Vallon Pharmaceuticals,$8.00,$6.36,-20.50%
875,"Feb 10, 2021",APGB,Apollo Strategic Growth Capital II,$10.00,$9.75,-2.50%
876,"Feb 10, 2021",SCOB,ScION Tech Growth II,$10.00,$9.73,-2.70%
877,"Feb 10, 2021",LGAC,Lazard Growth Acquisition I,$10.00,$9.73,-2.70%
878,"Feb 9, 2021",SDH,Global Internet of People,$4.00,$1.61,-59.75%
879,"Feb 9, 2021",RAAS,Cloopen Group Holding,$16.00,$3.10,-80.63%
880,"Feb 9, 2021",CPTK,Crown PropTech Acquisitions,$10.00,$9.87,-1.30%
881,"Feb 9, 2021",EVOJ,Evo Acquisition,$10.00,$9.76,-2.40%
882,"Feb 9, 2021",ADAG,Adagene,$19.00,$7.92,-58.32%
883,"Feb 9, 2021",GIG,GigCapital4,$10.00,$10.03,0.30%
884,"Feb 9, 2021",ENNV,ECP Environmental Growth Opportunities,$10.00,$9.88,-1.20%
885,"Feb 9, 2021",ADRA,Adara Acquisition,$10.00,$9.81,-1.90%
886,"Feb 9, 2021",PGRW,Progress Acquisition,$10.00,$9.73,-2.70%
887,"Feb 9, 2021",SPAQ,Spartan Acquisition III,$10.00,$9.89,-1.10%
888,"Feb 9, 2021",PICC,Pivotal Investment Corporation III,$10.00,$9.72,-2.80%
889,"Feb 9, 2021",PMGM,Priveterra Acquisition,$10.00,$9.73,-2.70%
890,"Feb 9, 2021",VENA,Venus Acquisition,$10.00,$10.05,0.50%
891,"Feb 8, 2021",BAOS,Baosheng Media Group Holdings,$5.00,$0.89,-82.20%
892,"Feb 5, 2021",EVAX,Evaxion Biotech,$10.00,$4.13,-58.70%
893,"Feb 5, 2021",QFTA,Quantum FinTech Acquisition,$10.00,$9.86,-1.40%
894,"Feb 5, 2021",RMGC,RMG Acquisition III,$10.00,$9.72,-2.80%
895,"Feb 5, 2021",KURI,Alkuri Global Acquisition,$10.00,$9.20,-8.00%
896,"Feb 5, 2021",PHVS,"Pharvaris, N.V",$20.00,$15.46,-22.70%
897,"Feb 5, 2021",LHDX,Lucira Health,$17.00,$6.89,-59.47%
898,"Feb 5, 2021",CPUH,Compute Health Acquisition,$10.00,$9.74,-2.60%
899,"Feb 5, 2021",TERN,Terns Pharmaceuticals,$17.00,$6.11,-64.06%
900,"Feb 5, 2021",HHLA,HH&L Acquisition Co.,$10.00,$9.75,-2.50%
901,"Feb 5, 2021",BOLT,Bolt Biotherapeutics,$20.00,$4.67,-76.65%
902,"Feb 5, 2021",GSQD,G Squared Ascend I,$10.00,$9.87,-1.30%
903,"Feb 5, 2021",COVA,COVA Acquisition,$10.00,$9.72,-2.80%
904,"Feb 5, 2021",JOFF,JOFF Fintech Acquisition,$10.00,$9.70,-3.00%
905,"Feb 5, 2021",SDAC,Sustainable Development Acquisition I,$10.00,$9.74,-2.60%
906,"Feb 5, 2021",FWAA,Fifth Wall Acquisition I,$10.00,$12.10,21.00%
907,"Feb 5, 2021",ATMR,Altimar Acquisition II,$10.00,$9.77,-2.30%
908,"Feb 5, 2021",CNEY,CN Energy Group,$4.00,$2.75,-31.25%
909,"Feb 5, 2021",IMCR,Immunocore Holdings,$26.00,$34.61,33.12%
910,"Feb 5, 2021",ANGN,Angion Biomedica,$16.00,$2.70,-83.13%
911,"Feb 5, 2021",VOR,Vor Biopharma,$18.00,$12.05,-33.06%
912,"Feb 5, 2021",TBCP,Thunder Bridge Capital Partners III,$10.00,$9.74,-2.60%
913,"Feb 4, 2021",ATC,Atotech,$17.00,$25.00,47.06%
914,"Feb 4, 2021",NXU,Novus Capital Corporation II,$10.00,$9.92,-0.85%
915,"Feb 4, 2021",ASAX,Astrea Acquisition,$10.00,$9.89,-1.12%
916,"Feb 4, 2021",SANA,Sana Biotechnology,$25.00,$16.24,-35.04%
917,"Feb 4, 2021",SNSE,Sensei Biotherapeutics,$19.00,$5.65,-70.26%
918,"Feb 4, 2021",DCRN,Decarbonization Plus Acquisition II,$10.00,$9.94,-0.60%
919,"Feb 4, 2021",ACII,Atlas Crest Investment II,$10.00,$9.75,-2.50%
920,"Feb 4, 2021",CENH,Centricus Acquisition,$10.00,$8.35,-16.50%
921,"Feb 4, 2021",LABP,Landos Biopharma,$16.00,$5.26,-67.13%
922,"Feb 4, 2021",ITQ,Itiquira Acquisition,$10.00,$9.77,-2.30%
923,"Feb 3, 2021",TMAC,The Music Acquisition,$10.00,$9.73,-2.70%
924,"Feb 3, 2021",GHAC,Gaming & Hospitality Acquisition,$10.00,$9.77,-2.30%
925,"Feb 3, 2021",TIXT,TELUS International,$25.00,$31.75,27.00%
926,"Feb 3, 2021",KRNL,Kernel Group Holdings,$10.00,$9.75,-2.50%
927,"Feb 3, 2021",PRPC,CC Neuberger Principal Holdings III,$10.00,$9.85,-1.50%
928,"Feb 3, 2021",ONTF,"ON24, Inc.",$50.00,$17.36,-65.28%
929,"Feb 2, 2021",NRAC,Noble Rock Acquisition,$10.00,$9.73,-2.70%
930,"Feb 2, 2021",THMA,Thimble Point Acquisition,$10.00,$9.30,-7.00%
931,"Feb 2, 2021",MDH,MDH Acquisition,$10.00,$9.80,-2.00%
932,"Feb 2, 2021",AAC,Ares Acquisition,$10.00,$9.76,-2.40%
933,"Feb 2, 2021",JWSM,Jaws Mustang Acquisition,$10.00,$9.78,-2.20%
934,"Jan 29, 2021",TRIN,Trinity Capital,$14.00,$16.73,19.50%
935,"Jan 29, 2021",BCAC,Brookline Capital Acquisition,$10.00,$9.97,-0.30%
936,"Jan 29, 2021",BLUA,BlueRiver Acquisition,$10.00,$9.74,-2.60%
937,"Jan 29, 2021",CFV,CF Acquisition V,$10.00,$9.96,-0.40%
938,"Jan 29, 2021",MIT,Mason Industrial Technology,$10.00,$9.71,-2.90%
939,"Jan 29, 2021",CLRM,Clarim Acquisition,$10.00,$9.73,-2.70%
940,"Jan 29, 2021",HMPT,Home Point Capital,$13.00,$4.51,-65.31%
941,"Jan 29, 2021",NLSP,NLS Pharmaceutics,$4.15,$1.31,-68.43%
942,"Jan 29, 2021",ZWRK,Z-Work Acquisition,$10.00,$9.74,-2.60%
943,"Jan 29, 2021",GCAC,Growth Capital Acquisition,$10.00,$9.97,-0.30%
944,"Jan 29, 2021",EQHA,EQ Health Acquisition,$10.00,$9.75,-2.50%
945,"Jan 28, 2021",AGFY,Agrify,$10.00,$10.30,3.00%
946,"Jan 28, 2021",XM,Qualtrics International,$30.00,$35.30,17.67%
947,"Jan 28, 2021",IGNY,Ignyte Acquisition,$10.00,$9.78,-2.20%
948,"Jan 28, 2021",OCDX,Ortho Clinical Diagnostics Holdings,$17.00,$19.49,14.65%
949,"Jan 28, 2021",ITHX,ITHAX Acquisition,$10.00,$9.77,-2.30%
950,"Jan 28, 2021",TLGA,TLG Acquisition One,$10.00,$9.74,-2.60%
